Date,City,ExpenseType,Amount,
2/23/2015,Nagapattinam,India,Bills,283198
3/23/2015,Bheemunipatnam,India,Bills,84402
6/22/2014,Panipat,India,Bills,219394
3/19/2014,Gokak,India,Food,162171
6/22/2014,Chennai,India,Bills,205841
3/30/2014,Perumbavoor,India,Grocery,181262
10/25/2013,Sattur,India,Bills,213837
10/29/2013,Faridabad,India,Bills,296249
4/27/2014,Warora,India,Entertainment,79386
9/30/2014,Ladwa,India,Grocery,121105
3/27/2015,Morshi,India,Food,39986
10/12/2013,Sattenapalle,India,Grocery,62725
7/21/2014,Paravoor,India,Fuel,99433
12/17/2014,Naidupet,India,Bills,24634
3/30/2015,North Lakhimpur,India,Bills,200339
1/11/2014,Kaithal,India,Entertainment,196704
4/30/2015,Vijayapura,India,Bills,265596
11/14/2013,Karur,India,Fuel,246770
3/17/2014,Manwath,India,Bills,118765
2/27/2014,Muddebihal,India,Fuel,42266
7/13/2014,Pipariya,India,Grocery,283298
10/26/2013,Sikandra Rao,India,Bills,226318
11/12/2014,Sasaram,India,Entertainment,123376
9/20/2014,Srinagar,India,Fuel,100822
11/25/2014,Sanduru,India,Fuel,280124
12/30/2014,Nainital,India,Grocery,296420
1/20/2014,Chandausi,India,Entertainment,33642
12/25/2014,Kamareddy,India,Grocery,14631
10/17/2014,Morshi,India,Bills,223318
4/20/2015,Jamui,India,Food,30696
8/11/2014,Sankarankoil,India,Fuel,197840
6/20/2014,Murtijapur,India,Grocery,215413
6/24/2014,Sira,India,Food,178108
1/25/2015,Agra,India,Grocery,129754
11/23/2013,Nadiad,India,Grocery,275387
10/13/2014,Pattamundai,India,Bills,288565
8/15/2014,Suar,India,Food,163463
10/30/2013,Thiruvarur,India,Entertainment,108301
5/19/2014,Sangrur,India,Grocery,235663
9/25/2014,Rawatbhata,India,Food,204552
11/23/2013,Sunabeda,India,Grocery,211414
11/23/2014,Wankaner,India,Bills,69203
4/16/2014,Jodhpur,India,Entertainment,189993
5/16/2014,New Delhi,India,Bills,49226
1/15/2015,Pandharpur,India,Bills,235887
12/27/2014,Diphu,India,Fuel,51360
10/25/2013,Ramachandrapuram,India,Food,87659
4/21/2014,Ratangarh,India,Entertainment,258811
10/17/2013,Samastipur,India,Entertainment,140601
9/10/2014,Anand,India,Fuel,179683
6/18/2014,Thanesar,India,Grocery,88333
6/27/2014,Padrauna,India,Grocery,84633
1/19/2014,Lunglei,India,Entertainment,258010
12/25/2014,Mansa,India,Grocery,166766
12/28/2014,Puranpur,India,Fuel,298518
1/26/2014,Kalyan-Dombivali,India,Bills,99393
7/18/2014,Nabadwip,India,Grocery,197970
3/23/2014,Makhdumpur,India,Food,172192
7/25/2014,English Bazar,India,Entertainment,202514
3/26/2014,Singrauli,India,Food,261308
1/30/2015,Puttur,India,Grocery,36571
9/17/2014,Adityapur,India,Fuel,50289
9/13/2014,Panipat,India,Bills,179588
11/16/2013,Srinagar,India,Entertainment,212337
10/18/2013,Thiruvallur,India,Food,113190
8/31/2014,Thiruvarur,India,Food,287032
1/12/2015,Nuzvid,India,Fuel,207842
3/26/2014,Shamsabad Agra,India,Food,44006
2/19/2014,Pithampur,India,Grocery,4767
4/20/2014,Padrauna,India,Fuel,249392
8/11/2014,Manavadar,India,Fuel,227282
8/10/2014,Tiruchendur,India,Entertainment,218922
2/15/2015,Ambejogai,India,Food,170460
1/25/2015,Adoni,India,Grocery,40082
5/17/2014,Gooty,India,Food,3495
1/25/2015,Dumka,India,Entertainment,119971
12/22/2013,Tasgaon,India,Fuel,111456
12/28/2014,Marmagao,India,Entertainment,37367
12/18/2014,Shahpur,India,Food,287863
12/22/2014,Anantnag,India,Entertainment,54854
2/24/2014,Bhubaneswar,India,Bills,127551
12/20/2014,Palladam,India,Fuel,222666
11/22/2014,Lalsot,India,Fuel,174371
2/27/2014,Ajmer,India,Entertainment,245278
5/14/2014,Narnaul,India,Fuel,234695
4/18/2014,Amravati,India,Entertainment,95597
3/18/2015,Ujjain,India,Food,198852
3/24/2014,Sattenapalle,India,Fuel,93504
7/31/2014,Raurkela,India,Fuel,298106
12/25/2013,Sojat,India,Entertainment,143997
11/18/2014,Sindhnur,India,Grocery,116771
3/26/2015,Shrirampur,India,Food,161994
7/10/2014,Usilampatti,India,Fuel,153108
8/26/2014,Lakhimpur,India,Food,285821
2/20/2015,Tilda Newra,India,Fuel,182593
5/30/2014,Naila Janjgir,India,Bills,54926
4/21/2014,Darbhanga,India,Food,106020
9/23/2014,Lanka,India,Grocery,232973
8/18/2014,Sindhnur,India,Fuel,86748
1/15/2014,Kasaragod,India,Bills,104831
4/22/2015,Pulgaon,India,Grocery,282811
2/16/2015,Sonepur,India,Bills,275517
12/30/2014,Rasipuram,India,Food,237502
3/13/2015,Moga,India,Entertainment,139986
10/11/2014,Aizawl,India,Food,252147
5/26/2015,Washim,India,Fuel,223068
6/18/2014,Nainital,India,Fuel,249113
12/29/2014,Amalner,India,Food,210950
2/25/2014,Kodungallur,India,Fuel,206362
10/15/2013,Dibrugarh,India,Bills,161448
5/21/2014,Tumsar,India,Bills,50042
11/15/2013,Jatani,India,Grocery,132923
5/14/2014,Vadodara,India,Bills,56790
5/28/2014,Karnal,India,Grocery,130363
4/11/2015,Nanded-Waghala,India,Grocery,280394
10/17/2013,Amreli,India,Fuel,68138
1/10/2015,Sherkot,India,Bills,41956
6/16/2014,Alappuzha,India,Grocery,148210
4/30/2015,Pusad,India,Entertainment,99775
12/12/2014,Shenkottai,India,Entertainment,44212
3/20/2014,Ujjain,India,Fuel,167964
11/12/2013,Tanuku,India,Bills,7029
1/12/2014,Bhadrachalam,India,Fuel,124430
8/13/2014,Nepanagar,India,Food,235763
11/11/2014,Vadipatti,India,Bills,61200
8/27/2014,Yerraguntla,India,Bills,205123
1/15/2014,Jamalpur,India,Bills,239189
11/12/2014,Alappuzha,India,Grocery,52238
6/21/2014,Robertson Pet,India,Entertainment,28428
9/17/2014,Nuzvid,India,Fuel,243645
1/31/2014,Neyyattinkara,India,Grocery,192628
4/27/2014,Charkhi Dadri,India,Food,244330
7/29/2014,Bathinda,India,Bills,216647
12/25/2013,Musabani,India,Entertainment,250842
11/25/2013,Kollam,India,Entertainment,80808
2/16/2015,Tenali,India,Grocery,54073
10/23/2014,Nangal,India,Grocery,51496
3/12/2015,Baripada Town,India,Bills,157354
1/26/2015,Keshod,India,Food,259044
8/19/2014,Naharlagun,India,Fuel,151093
3/20/2014,Talcher,India,Grocery,56594
1/27/2015,Sambhal,India,Entertainment,109644
7/11/2014,Sehore,India,Bills,242128
8/16/2014,Malappuram,India,Bills,245619
2/18/2014,Porsa,India,Bills,230105
3/18/2015,Kurnool,India,Fuel,252301
9/18/2014,Erode,India,Entertainment,253944
2/25/2014,Tanda,India,Bills,195203
12/22/2014,Nagpur,India,Food,220068
3/18/2014,Nawanshahr,India,Fuel,147167
10/26/2013,Mandideep,India,Food,23298
11/22/2014,Sholingur,India,Bills,35132
4/10/2015,Gudivada,India,Grocery,25843
7/14/2014,Bhatapara,India,Bills,22107
12/31/2013,Washim,India,Food,161123
10/25/2013,Revelganj,India,Fuel,128962
7/24/2014,Yanam,India,Entertainment,172934
10/25/2013,Firozabad,India,Grocery,287283
12/17/2013,Akola,India,Bills,53633
3/12/2014,Ramnagar,India,Entertainment,20890
9/19/2014,Alirajpur,India,Entertainment,166684
4/21/2015,Oddanchatram,India,Food,288843
2/22/2015,Gohana,India,Entertainment,147498
12/18/2013,Lakhisarai,India,Entertainment,284535
4/10/2015,Maihar,India,Food,3737
10/22/2013,Diphu,India,Bills,107624
3/19/2015,Dhenkanal,India,Bills,137315
7/22/2014,Shahdol,India,Grocery,172247
10/21/2014,Sanand,India,Fuel,163067
4/28/2015,Dimapur,India,Food,242670
1/14/2015,Gwalior,India,Entertainment,252782
2/11/2015,Firozpur,India,Grocery,215753
12/23/2014,Umreth,India,Entertainment,195697
7/18/2014,Gobindgarh,India,Fuel,54970
6/15/2014,Shikarpur Bulandshahr,India,Fuel,82091
3/20/2015,Sircilla,India,Grocery,112898
1/30/2014,Yemmiganur,India,Food,80508
12/13/2013,Karimganj,India,Bills,67576
10/23/2014,Sitamarhi,India,Fuel,77192
9/11/2014,Chirkunda,India,Entertainment,128687
10/31/2013,Nawabganj,India,Fuel,178371
12/25/2014,Dalli-Rajhara,India,Food,179072
2/21/2014,Pollachi,India,Bills,30676
3/24/2014,Rudrapur,India,Grocery,166453
1/20/2014,Baripada Town,India,Entertainment,157977
11/16/2014,Mussoorie,India,Grocery,151006
4/24/2015,Saharsa,India,Entertainment,235428
12/25/2013,Lunglei,India,Grocery,256780
1/21/2015,Pappinisseri,India,Bills,121452
3/17/2015,Noorpur,India,Entertainment,132975
3/16/2015,Siddipet,India,Fuel,253587
12/16/2014,Machilipatnam,India,Entertainment,170991
6/10/2014,Dharmanagar,India,Food,227425
1/14/2015,Pihani,India,Food,84558
1/13/2014,Baleshwar Town,India,Bills,75388
9/11/2014,Sivakasi,India,Grocery,197718
5/13/2015,Ramnagar,India,Bills,119749
2/18/2015,Oddanchatram,India,Grocery,87905
11/25/2013,Singrauli,India,Entertainment,161699
10/21/2013,Shivpuri,India,Entertainment,278217
5/29/2014,Padra,India,Fuel,247958
11/11/2013,Sarangpur,India,Entertainment,231202
5/25/2014,Pasan,India,Entertainment,270700
5/25/2015,Tanuku,India,Grocery,59560
12/25/2014,Arsikere,India,Food,214012
5/24/2015,Jhargram,India,Food,212463
10/15/2013,Ujhani,India,Fuel,286585
5/11/2014,Kalyan-Dombivali,India,Entertainment,132200
1/17/2015,Hubli-Dharwad,India,Entertainment,92348
10/18/2014,Phalodi,India,Grocery,142255
7/13/2014,Bhadrachalam,India,Grocery,250057
11/11/2014,Puliyankudi,India,Food,100572
9/29/2014,Perambalur,India,Entertainment,149755
3/14/2014,Nagari,India,Food,20411
12/28/2013,Udaipur,India,Entertainment,180613
9/21/2014,Greater Mumbai,India,Food,272796
8/17/2014,Paravoor,India,Fuel,189783
3/27/2014,Jammu,India,Bills,110043
8/26/2014,Bathinda,India,Grocery,230919
10/23/2013,Nangal,India,Food,245686
2/17/2015,Mahemdabad,India,Entertainment,85628
7/26/2014,Jammalamadugu,India,Food,195031
1/12/2014,Medinipur,India,Food,209396
4/30/2015,Pudukkottai,India,Grocery,225826
11/21/2014,Shahbad,India,Entertainment,252450
3/31/2014,Sangole,India,Bills,193976
8/16/2014,Balaghat,India,Fuel,283975
12/28/2014,Khambhat,India,Food,226858
5/25/2015,Gwalior,India,Bills,88823
3/16/2014,Gwalior,India,Grocery,289394
11/27/2014,Dharmavaram,India,Fuel,133956
12/13/2013,Panvel,India,Food,232263
11/19/2013,Mungeli,India,Food,34057
12/20/2013,Goalpara,India,Grocery,185131
4/27/2014,Adityapur,India,Grocery,17703
11/24/2014,Kolkata,India,Fuel,92218
9/26/2014,Mandla,India,Food,207426
6/27/2014,Kalimpong,India,Fuel,94617
3/27/2015,Sitamarhi,India,Entertainment,73460
11/15/2014,Gudivada,India,Bills,257570
12/31/2014,Vijainagar Ajmer,India,Grocery,35554
1/29/2014,Belagavi,India,Entertainment,42684
1/24/2015,Darbhanga,India,Grocery,96938
12/11/2013,Mudhol,India,Bills,15777
9/15/2014,Mandideep,India,Food,274667
12/18/2013,Jammalamadugu,India,Bills,112069
1/21/2015,Malegaon,India,Fuel,114274
3/26/2015,Anand,India,Bills,172489
5/18/2015,Nathdwara,India,Food,1707
3/12/2015,Amalapuram,India,Entertainment,98532
2/12/2015,Arakkonam,India,Grocery,199942
12/15/2014,Mandvi,India,Grocery,219065
3/11/2014,Uthamapalayam,India,Grocery,58188
12/13/2014,Vadakkuvalliyur,India,Entertainment,54171
5/16/2014,Nasirabad,India,Fuel,40261
3/29/2015,Rahuri,India,Fuel,10566
1/18/2015,Merta City,India,Fuel,136481
2/14/2015,Adilabad,India,Bills,278459
4/12/2014,Tiruchirappalli,India,Grocery,253601
4/20/2015,Bettiah,India,Fuel,286111
3/16/2014,Murtijapur,India,Grocery,235157
1/31/2014,Mandla,India,Grocery,232214
1/14/2015,Mathura,India,Fuel,59018
5/10/2014,Naugawan Sadat,India,Entertainment,169832
5/17/2015,Guntur,India,Bills,256813
9/13/2014,Gumia,India,Bills,131691
4/12/2015,Mungeli,India,Food,254358
8/14/2014,Laharpur,India,Bills,212177
1/12/2014,Padra,India,Fuel,282589
11/23/2014,Sagar,India,Entertainment,250616
5/11/2015,Ramnagar,India,Food,134181
1/21/2015,Karnal,India,Entertainment,150176
2/16/2014,Vellakoil,India,Food,207365
5/16/2014,Modasa,India,Fuel,156176
11/14/2013,Phaltan,India,Grocery,39447
8/29/2014,Porsa,India,Entertainment,226837
11/27/2014,Rath,India,Fuel,4117
11/14/2014,Giridih,India,Fuel,148011
12/20/2014,Rabkavi Banhatti,India,Entertainment,96808
3/17/2014,Sikandrabad,India,Fuel,208532
5/28/2014,Khanna,India,Bills,121771
12/20/2013,Medininagar (Daltonganj),India,Grocery,287094
2/12/2015,Nanpara,India,Grocery,161159
5/10/2015,Rajkot,India,Bills,54834
4/28/2015,Karwar,India,Fuel,208647
10/18/2014,Neyveli (TS),India,Food,266172
10/30/2013,Tikamgarh,India,Grocery,298476
7/16/2014,Tirukkoyilur,India,Food,184497
8/16/2014,Muzaffarpur,India,Fuel,126430
6/14/2014,Phalodi,India,Entertainment,204159
10/22/2014,Bokaro Steel City,India,Entertainment,235325
12/15/2013,Ranaghat,India,Food,279437
10/19/2014,Hisar,India,Fuel,133884
11/22/2013,Kapurthala,India,Fuel,251143
4/21/2014,Sankari,India,Grocery,246858
1/17/2014,Kodungallur,India,Grocery,224938
2/21/2014,Peddapuram,India,Grocery,281461
5/27/2014,Baramula,India,Food,31497
5/19/2014,Agartala,India,Grocery,261388
9/27/2014,Salem,India,Bills,162247
5/22/2014,Narsinghgarh,India,Food,15638
8/11/2014,Nilanga,India,Food,233137
6/14/2014,Tekkalakote,India,Fuel,298938
3/25/2014,Sangole,India,Grocery,125933
5/23/2014,Faridabad,India,Grocery,4961
5/24/2014,Ramnagar,India,Fuel,266357
12/10/2013,Umarkhed,India,Fuel,46693
12/15/2014,Utraula,India,Entertainment,78199
7/27/2014,Machilipatnam,India,Entertainment,149579
10/10/2013,Modinagar,India,Entertainment,285464
5/22/2014,Amalner,India,Bills,235521
1/10/2015,Balangir,India,Grocery,161224
1/31/2015,Chirmiri,India,Food,121975
3/15/2015,Sibsagar,India,Bills,165372
12/13/2014,Tharamangalam,India,Grocery,44383
7/25/2014,Mavoor,India,Grocery,28627
2/18/2015,Phalodi,India,Bills,222530
8/11/2014,Goalpara,India,Fuel,191204
12/29/2014,Wadi,India,Bills,149443
8/27/2014,Madhubani,India,Bills,111726
10/24/2014,Koratla,India,Fuel,183673
10/29/2014,Pratapgarh,India,Food,6204
5/26/2014,Ozar,India,Entertainment,50884
5/17/2015,Peddapuram,India,Fuel,108651
8/12/2014,Yavatmal,India,Food,290000
4/15/2015,Bheemunipatnam,India,Entertainment,237873
3/11/2015,Narsipatnam,India,Entertainment,176591
2/17/2014,Umred,India,Bills,262317
2/11/2015,Begusarai,India,Entertainment,174357
4/14/2014,Saunda,India,Fuel,131645
10/21/2014,Sankari,India,Food,224404
9/29/2014,Bilaspur,India,Fuel,260161
5/21/2015,Gobichettipalayam,India,Food,98320
4/17/2014,Sherkot,India,Fuel,77274
7/15/2014,Nuzvid,India,Bills,85848
6/24/2014,Vandavasi,India,Grocery,186846
1/15/2014,Etawah,India,Food,215775
12/31/2013,Aizawl,India,Entertainment,219299
1/23/2014,Gokak,India,Food,137585
8/18/2014,Sillod,India,Entertainment,209186
4/18/2014,Araria,India,Bills,8206
11/24/2013,Tasgaon,India,Food,32129
10/14/2014,Sanand,India,Grocery,169019
4/21/2014,Ranaghat,India,Grocery,276202
1/23/2014,Bharatpur,India,Food,170459
3/27/2014,Jamnagar,India,Food,127659
4/29/2015,Rath,India,Food,251085
3/17/2014,Hapur,India,Food,157554
2/26/2014,Jagraon,India,Entertainment,107543
1/21/2015,Pihani,India,Grocery,66028
10/23/2013,Lakhisarai,India,Bills,123698
3/17/2015,Tumkur,India,Entertainment,270443
1/12/2015,Sarangpur,India,Fuel,269069
5/17/2015,Paravoor,India,Food,282153
1/29/2015,Udgir,India,Bills,83213
8/14/2014,Kendujhar,India,Grocery,169271
5/10/2015,Santipur,India,Bills,61761
12/19/2013,Thoubal,India,Bills,3323
7/16/2014,Tohana,India,Fuel,80576
8/29/2014,Kapadvanj,India,Bills,107531
4/20/2015,Seoni,India,Entertainment,185881
3/28/2015,Panruti,India,Fuel,212631
5/23/2015,Satara,India,Food,286724
3/29/2015,Renukoot,India,Fuel,54292
4/22/2014,Nadbai,India,Entertainment,39759
5/16/2014,Samastipur,India,Fuel,147367
8/18/2014,Haldwani-cum-Kathgodam,India,Entertainment,73140
10/25/2014,Mainaguri,India,Grocery,250596
11/18/2013,Ramgarh,India,Bills,9966
10/28/2013,Hapur,India,Food,122679
4/13/2014,Chikkamagaluru,India,Food,88602
11/13/2013,Ambikapur,India,Food,47136
10/15/2013,Jamshedpur,India,Entertainment,13786
2/27/2015,Nagda,India,Fuel,178453
10/23/2013,Wardha,India,Bills,46228
11/15/2014,Mudalagi,India,Bills,214080
12/26/2013,Muddebihal,India,Food,182960
10/26/2014,Lakhimpur,India,Entertainment,117028
5/25/2014,Bathinda,India,Fuel,295699
4/11/2015,Hoshiarpur,India,Grocery,161392
4/19/2014,Jorhat,India,Fuel,224657
10/15/2014,Jamui,India,Entertainment,86506
5/18/2014,Pattamundai,India,Fuel,145159
7/11/2014,Shimla,India,Food,7910
2/18/2015,Sumerpur,India,Bills,198849
6/21/2014,Ranaghat,India,Fuel,73609
4/10/2014,Shimla,India,Grocery,71314
12/28/2014,Saundatti-Yellamma,India,Food,214515
1/22/2014,Bhabua,India,Fuel,278065
11/26/2014,Sendhwa,India,Bills,135406
1/10/2014,Zira,India,Grocery,48909
11/23/2013,Mulbagal,India,Bills,68291
7/19/2014,Sopore,India,Entertainment,69536
11/30/2014,Nangal,India,Fuel,136140
10/12/2014,Laharpur,India,Food,67940
4/15/2014,Tiruvethipuram,India,Bills,29451
11/28/2013,Petlad,India,Entertainment,123255
1/16/2015,Pilani,India,Fuel,245353
4/26/2015,Savarkundla,India,Fuel,22393
12/24/2014,Palia Kalan,India,Entertainment,54009
8/25/2014,Chatra,India,Grocery,48970
12/25/2013,Sivakasi,India,Food,269195
1/12/2015,Mehkar,India,Fuel,275295
11/17/2013,Shoranur,India,Bills,174475
2/24/2015,Marmagao,India,Entertainment,239105
1/31/2015,Ujjain,India,Fuel,47213
10/27/2013,Sankari,India,Food,291735
1/22/2014,Bilaspur,India,Fuel,113985
11/29/2014,Siwan,India,Bills,233812
10/15/2013,Kolar,India,Grocery,66211
10/16/2013,Surat,India,Fuel,214401
12/23/2013,Khanna,India,Bills,86177
9/27/2014,Sanduru,India,Fuel,45646
11/12/2014,Gopalganj,India,Bills,296476
4/30/2014,Wai,India,Fuel,87876
10/20/2014,Lachhmangarh,India,Entertainment,38795
1/22/2015,Ambikapur,India,Bills,276978
11/24/2013,Kollam,India,Bills,236602
10/15/2014,Ongole,India,Food,28708
6/21/2014,Moga,India,Grocery,129158
3/23/2014,Sainthia,India,Bills,165014
11/28/2013,Rajgarh (Churu),India,Bills,139622
1/24/2014,Pachora,India,Grocery,168298
11/18/2014,Tenkasi,India,Grocery,295198
1/20/2015,Mohali,India,Food,210412
5/20/2014,Sibsagar,India,Bills,261555
10/11/2013,Nehtaur,India,Entertainment,106642
2/24/2014,Vidisha,India,Bills,25362
6/18/2014,Navsari,India,Entertainment,98051
5/15/2014,Margao,India,Grocery,249803
5/12/2014,Manendragarh,India,Entertainment,242357
3/30/2015,Sangamner,India,Grocery,159896
3/14/2014,Bharuch,India,Food,268203
2/12/2015,Rath,India,Fuel,208586
2/16/2015,Kottayam,India,Fuel,281672
9/16/2014,Vaijapur,India,Grocery,48429
10/27/2013,Pavagada,India,Entertainment,91400
6/20/2014,Tohana,India,Fuel,16940
5/31/2014,Nokha,India,Food,206016
12/17/2013,Tharad,India,Bills,181088
4/17/2014,Bhadrachalam,India,Bills,4544
5/11/2015,Sirhind Fatehgarh Sahib,India,Grocery,172423
6/20/2014,Jagtial,India,Entertainment,124862
9/29/2014,Yanam,India,Grocery,111904
6/14/2014,Lakhisarai,India,Fuel,11511
5/22/2014,Koratla,India,Grocery,108299
9/11/2014,Rabkavi Banhatti,India,Fuel,250770
7/25/2014,Malegaon,India,Food,118030
12/19/2014,Maddur,India,Bills,56419
10/15/2014,Sangli,India,Bills,148766
10/28/2014,Achalpur,India,Bills,173336
2/24/2015,Sangamner,India,Grocery,277505
5/14/2015,Shrigonda,India,Fuel,186758
12/27/2013,Surandai,India,Food,174101
12/29/2014,Firozpur,India,Food,46914
4/29/2015,Raghogarh-Vijaypur,India,Entertainment,39176
3/21/2015,Nasirabad,India,Bills,185880
12/24/2014,Faridabad,India,Fuel,34514
9/23/2014,Nidadavole,India,Fuel,261138
11/24/2013,Dhoraji,India,Food,81352
1/29/2014,Narsinghgarh,India,Entertainment,62373
12/13/2014,Sahibganj,India,Entertainment,3742
11/26/2013,Navi Mumbai,India,Food,290034
1/17/2014,Balaghat,India,Grocery,107080
6/29/2014,Gadwal,India,Fuel,68807
2/27/2014,Sonepur,India,Fuel,265147
11/26/2013,Ladnu,India,Bills,84894
3/24/2015,Mudalagi,India,Entertainment,56428
3/10/2014,Haldwani-cum-Kathgodam,India,Grocery,70044
1/27/2014,Bokaro Steel City,India,Bills,47305
1/18/2014,Dhenkanal,India,Grocery,26865
7/27/2014,Pathri,India,Grocery,224669
10/26/2014,Sheopur,India,Food,45720
6/18/2014,Narsinghgarh,India,Food,196468
4/24/2015,Mandi,India,Entertainment,189096
9/11/2014,Purulia,India,Fuel,58643
9/30/2014,Ballari,India,Food,275415
10/21/2014,Malout,India,Entertainment,120093
4/18/2014,Athni,India,Entertainment,241077
2/15/2015,Gudur,India,Entertainment,186435
12/17/2013,Pudukkottai,India,Food,223343
5/16/2014,Rasra,India,Entertainment,145718
8/26/2014,Shamsabad Agra,India,Fuel,83717
1/11/2014,Marmagao,India,Food,258133
8/17/2014,Firozpur Cantt.,India,Fuel,13133
2/22/2014,Vaijapur,India,Grocery,89834
3/23/2015,Wokha,India,Bills,10639
6/20/2014,Mundi,India,Entertainment,26694
12/13/2014,Valparai,India,Food,4784
2/26/2014,Hardoi,India,Grocery,34339
10/18/2013,Nawanshahr,India,Food,161821
4/27/2015,Gudur,India,Entertainment,219831
12/24/2014,Mokameh,India,Entertainment,197687
9/18/2014,Nainital,India,Fuel,104666
12/15/2014,Karaikal,India,Entertainment,154629
1/20/2015,Morena,India,Fuel,257060
10/18/2014,Kovvur,India,Fuel,222214
1/11/2014,Siana,India,Grocery,167716
3/25/2014,Dehri-on-Sone,India,Entertainment,76909
2/19/2015,Bengaluru,India,Grocery,263916
8/24/2014,Bahadurgarh,India,Food,216707
12/14/2013,Nanded-Waghala,India,Entertainment,77486
12/15/2014,Baharampur,India,Food,71639
1/15/2015,Suri,India,Food,133057
9/12/2014,Nakodar,India,Fuel,205582
3/10/2014,Rampur,India,Food,20352
8/23/2014,Lahar,India,Entertainment,257133
3/26/2015,Aurangabad,India,Entertainment,132196
9/21/2014,Tharamangalam,India,Grocery,279747
10/31/2013,Nadiad,India,Food,120716
4/26/2014,Washim,India,Food,11584
10/30/2013,Tilda Newra,India,Food,295989
12/16/2013,Gokak,India,Food,257987
9/16/2014,Visnagar,India,Food,273952
2/20/2014,Parli,India,Food,232782
9/29/2014,Baharampur,India,Bills,89636
11/12/2014,Mandideep,India,Bills,157350
4/13/2014,Nagaur,India,Bills,239702
8/12/2014,Muvattupuzha,India,Food,231933
4/27/2014,Sonipat,India,Fuel,93973
3/22/2014,Jalandhar Cantt.,India,Fuel,207360
5/18/2015,Thiruvananthapuram,India,Food,130382
7/10/2014,Sirsi,India,Food,238859
11/15/2014,Sholingur,India,Entertainment,155457
